locum_gp	3403219931	Hoogersmilde-Centrum, Midden-Drenthe
_105191805784	492992717	Groningen
_105191805784	492992717	Groningen
GeraldBookwurm	756911501005520896	Groningen, Nederland
hotzki	58256231	Groningen
marjan990	155234539	Friesland, Nederland
outroquiz	810545356366839808	Groningen, Nederland
fIowerfields	1249377800	Groningen, Nederland
Motortreffer	3434730911	Leeuwarden, Friesland
PaulApostate	2905567185	Onderdijk/West-Friesland/NL
BlommieN	4452478943	Friesland, Nederland
CaAl	19787166	Groningen
iloverutmas	810880473203441665	Friesland, Nederland
JurJonker	2340880012	Groningen, Nederland
typischgronings	890952227896123392	Groningen
frfans93	3377210105	Smallingerland, Friesland
TrippleNancy	518330022	Groningen
RobHoman	74139535	Groningen, Nederland
Annebarg	310465536	Friesland, Nederland
eurovermeer	192357257	Groningen, Nederland
MrEdwinGroot	164310645	Stad Groningen
Noecks	18028724	Groningen
komieke1980	539820385	Groningen
typischgronings	890952227896123392	Groningen
kevindevette	63708951	Groningen, The Netherlands
Heldinne	105240593	Groningen
hotzki	58256231	Groningen
F1Grietje	3173228765	Friesland, Nederland
Robbert_____	84076367	Groningen, Nederland
maxx0r	33668635	Groningen
JondaKo	415783506	Groningen
wimpiethe3	848850503723298816	Groningen, Nederland
inavanderheide	90862016	Groningen, Lauwerzijl
daubstein	55900331	Groningen
heerenveenZT	148503901	Friesland
nicoswa	360615741	Groningen | Gasselte
komieke1980	539820385	Groningen
typischgronings	890952227896123392	Groningen
Noecks	18028724	Groningen
ChupitosGR	548784594	Groningen, The Netherlands
Luuk_Aalders	19021749	Groningen, Netherlands
Heldinne	105240593	Groningen
aboutbtcoin	1367359076	Friesland, Nederland
F1Grietje	3173228765	Friesland, Nederland
ejbijker	121488166	Groningen
IngesDepartment	466605218	Groningen
Noecks	18028724	Groningen
SchokkendGronin	1418679690	Provincie Groningen
BrwTenBoer01	4705654014	Ten Boer, Groningen
komieke1980	539820385	Groningen
MeisjeMeisje	28660609	Groningen, The Netherlands
LDUniGr	90245780	Groningen, The Netherlands
Zjoert	25576179	Friesland
JurJonker	2340880012	Groningen, Nederland
steenooo5	2535415310	Groningen, Nederland
HVDrenthe	1659890096	Drenthe
patrick23dingen	94411215	Friesland/Groningen
komieke1980	539820385	Groningen
typischgronings	890952227896123392	Groningen
HBusstra	3347525733	Leeuwarden, Friesland
HPenninga	777791900	Hoogezand-Sappemeer, Groningen
ja_bakker	34988342	Groningen
LeonHeart1970	2732276231	Provincie Groningen.
judithlhreimer	197895029	Groningen
JorgeVliet	461386713	N-Holland & Friesland
Martenbrouwer	181290514	Bakhuizen, Friesland
komieke1980	539820385	Groningen
patrick23dingen	94411215	Friesland/Groningen
F1Grietje	3173228765	Friesland, Nederland
RonOverbeek	20052220	Groningen, Nederland
komieke1980	539820385	Groningen
ja_bakker	34988342	Groningen
CaAl	19787166	Groningen
Talens12	2812741876	Groningen, Nederland
komieke1980	539820385	Groningen
ja_bakker	34988342	Groningen
JeannetJSandman	707643871379988480	Mooi Drenthe
F1Grietje	3173228765	Friesland, Nederland
geenbananen	331062866	Groningen
CaAl	19787166	Groningen
komieke1980	539820385	Groningen
PaulSchwarte	17509581	Groningen Holland
HugodeGekste	161014911	Groningen
AlexStraver	903548064	Groningen, Nederland
ja_bakker	34988342	Groningen
fIowerfields	1249377800	Groningen, Nederland
froukjeh65	1205752405	Heerenveen, Friesland
PietJanNauta	186006245	Sneek, Friesland, Netherlands
Mstaartje	129952955	Groningen
KeukenmeidTW	736793999361617921	Friesland, Nederland
LADYEGMA	332953429	Groningen, Nederland
leoniesijbring	151986685	Haarlem • Drenthe • wanderlust
komieke1980	539820385	Groningen
JansenNico	328432476	Groningen
tkuika	995363852	Groningen, Nederland
daubstein	55900331	Groningen
komieke1980	539820385	Groningen
Groningen_BBB	3250598786	HNK Groningen
HugodeGekste	161014911	Groningen
BrendaVisscher	3095526611	Heerenveen, Friesland
Groningen_BN	1966122492	Groningen
heyiamirene	75764900	Groningen, Nederland
typischgronings	890952227896123392	Groningen
Klokkebakker	308096641	Beilen Drenthe
windhond50	4076296396	Groningen, Nederland
MariekeWijninga	417348543	Groningen
24SuperOldies	234379193	Friesland
hotzki	58256231	Groningen
inavanderheide	90862016	Groningen, Lauwerzijl
outroquiz	810545356366839808	Groningen, Nederland
NieuwerburghL	768430563900260352	Groningen, Nederland
deollegrieze	717985082	Groningen, The Netherlands
Jeri_mu	324313169	Groningen
cindydejonge99	244219207	Assen, mooi Drenthe
Jeri_mu	324313169	Groningen
MarijkevandeHel	1364037122	Groningen, Nederland
PascalRijzinga	118657278	Groningen
WandelenMetWar	2962291347	Oldambt, Groningen, Nederland
JacBoiten	3363957297	Groningen, Nederland
RJSpeerstra	1668553117	Friesland/Overijssel - NL
escmymind	21599039	Groningen, Nederland
112groningennl	140815762	Groningen
BrendaVisscher	3095526611	Heerenveen, Friesland
JansenNico	328432476	Groningen
JELDVH	813463491625488384	Friesland, Nederland
goudsmidmargrie	126655424	Noordbroek,Groningen
IngesDepartment	466605218	Groningen
BrendaVisscher	3095526611	Heerenveen, Friesland
F1Grietje	3173228765	Friesland, Nederland
IngesDepartment	466605218	Groningen
HieHefGeliek	2539333634	Groningen, Nederland
MariekeWijninga	417348543	Groningen
MariekeWijninga	417348543	Groningen
komieke1980	539820385	Groningen
TaxiArie	724137275844661249	Friesland, Nederland
NinaNeva5	3958513936	Tytsjerksteradeel, Friesland
PaulApostate	2905567185	Onderdijk/West-Friesland/NL
TrippleNancy	518330022	Groningen
IngesDepartment	466605218	Groningen
komieke1980	539820385	Groningen
thedailyplanets	267872398	Friesland, Netherlands
WandelenMetWar	2962291347	Oldambt, Groningen, Nederland
PerrieHoekstra	95185667	NL, Groningen
komieke1980	539820385	Groningen
Jelmer1989	80947633	Emmen, Drenthe, Nederland
HieHefGeliek	2539333634	Groningen, Nederland
escmymind	21599039	Groningen, Nederland
TBloemink	175994539	Groningen
SativaAvitas	2900330885	Smilde-Centrum, Midden-Drenthe
yolliebollie	79520056	Groningen
WandelenMetWar	2962291347	Oldambt, Groningen, Nederland
Martenbrouwer	181290514	Bakhuizen, Friesland
WandelenMetWar	2962291347	Oldambt, Groningen, Nederland
WandelenMetWar	2962291347	Oldambt, Groningen, Nederland
Jelmer1989	80947633	Emmen, Drenthe, Nederland
HieHefGeliek	2539333634	Groningen, Nederland
WandelenMetWar	2962291347	Oldambt, Groningen, Nederland
komieke1980	539820385	Groningen
bertpopken	245374708	Nederland Groningen
vegiman76	793912610362101760	Friesland, Nederland
pauladieterman	114824192	Groningen, Netherlands
FB_Groningen	2260271402	Groningen
Duikenenzo	1596686994	Gieten (Drenthe)
Robbert_____	84076367	Groningen, Nederland
NienkeHoman	136381784	Groningen
LADYEGMA	332953429	Groningen, Nederland
Femk_e	203519345	Groningen, Nederland
EusZeilevents	208132660	Friesland-Amsterdam-IJsselmeer
escmymind	21599039	Groningen, Nederland
Aniet_68	359477631	Provincie Groningen
CaAl	19787166	Groningen
komieke1980	539820385	Groningen
PerrieHoekstra	95185667	NL, Groningen
zegmaarbianca	3651451997	Drenthe
RTVDrenthe	21074905	Assen, Drenthe, Nederland
jendefox	363205210	H'veen. Friesland
escmymind	21599039	Groningen, Nederland
IngesDepartment	466605218	Groningen
escmymind	21599039	Groningen, Nederland
Robbert_____	84076367	Groningen, Nederland
escmymind	21599039	Groningen, Nederland
Wiebren	21394862	Friesland
geenbananen	331062866	Groningen
Robbert_____	84076367	Groningen, Nederland
StijnSchootstra	603432129	Friesland, Nederland
komieke1980	539820385	Groningen
PerrieHoekstra	95185667	NL, Groningen
Robbert_____	84076367	Groningen, Nederland
Zardoshh	735361051722690560	Groningen, Nederland
KSoeten	1369546458	Friesland, Nederland
HennieStock	547043025	Drenthe
Robbert_____	84076367	Groningen, Nederland
PerrieHoekstra	95185667	NL, Groningen
Robbert_____	84076367	Groningen, Nederland
komieke1980	539820385	Groningen
Jonathantje	1196755842	Friesland, Nederland
CharlesBelfor	350203228	Groningen, The Netherlands
hotzki	58256231	Groningen
RoelfSchoenm	61583028	Groningen, Stadskanaal
Robbert_____	84076367	Groningen, Nederland
Zardoshh	735361051722690560	Groningen, Nederland
PerrieHoekstra	95185667	NL, Groningen
Frantina3	441695254	Groningen
JBekkering	372723938	Groningen
komieke1980	539820385	Groningen
aboutbtcoin	1367359076	Friesland, Nederland
Pexer	62600348	Nederland, Drenthe, Assen
Robbert_____	84076367	Groningen, Nederland
TrippleNancy	518330022	Groningen
dvhn_nl	18549902	Groningen
Robbert_____	84076367	Groningen, Nederland
dokterVogel	302215274	Groningen, Nederland
rtvnoord	14907733	Groningen, The Netherlands
PerrieHoekstra	95185667	NL, Groningen
komieke1980	539820385	Groningen
leoniesijbring	151986685	Haarlem • Drenthe • wanderlust
Femk_e	203519345	Groningen, Nederland
JELDVH	813463491625488384	Friesland, Nederland
PerrieHoekstra	95185667	NL, Groningen
GRNieuwsnl	806548916	Groningen.
greetpaul	784430564	de Punt, Drenthe
MarijkevandeHel	1364037122	Groningen, Nederland
_Alet	190203410	Drenthe
gelientje	1388963839	Friesland, Nederland
DierenambuGroni	468305759	Groningen
marjanbrouwers	27317839	Groningen
deollegrieze	717985082	Groningen, The Netherlands
RobdeWaard	158253950	Groningen
GroningenNL	86419723	Groningen, Hoogkerk
kellyottens	769648994809241600	Groningen, Nederland
PerrieHoekstra	95185667	NL, Groningen
JackForrest1978	252607551	Groningen
iloverutmas	810880473203441665	Friesland, Nederland
greetpaul	784430564	de Punt, Drenthe
hannahhoman_	176182356	Oranjebuurt, Groningen
GiovanniTjalkes	463683260	Groningen, Netherlands
HieHefGeliek	2539333634	Groningen, Nederland
marrie75	135589994	Groningen
F1Grietje	3173228765	Friesland, Nederland
iloverutmas	810880473203441665	Friesland, Nederland
kellyottens	769648994809241600	Groningen, Nederland
tcvandijk	57657411	Groningen, the Netherlands
Mstaartje	129952955	Groningen
ronut2511	3435906777	Groningen
PerrieHoekstra	95185667	NL, Groningen
Jaxy0	123662685	Groningen, the Netherlands
BlommieN	4452478943	Friesland, Nederland
fbooij	37753218	Friesland
komieke1980	539820385	Groningen
JackForrest1978	252607551	Groningen
geenbananen	331062866	Groningen
RonaldHellinga	257470975	Groningen, Nederland
tcvandijk	57657411	Groningen, the Netherlands
Femk_e	203519345	Groningen, Nederland
Elif197878	826402428291514370	Groningen, Nederland
fIowerfields	1249377800	Groningen, Nederland
froukjeh65	1205752405	Heerenveen, Friesland
marjanbrouwers	27317839	Groningen
Robbert_____	84076367	Groningen, Nederland
JanPeterRake	269991085	Groningen, Nederland
fIowerfields	1249377800	Groningen, Nederland
RemkovdSluis	19195944	Zuidwolde, Groningen
greetpaul	784430564	de Punt, Drenthe
TaxiArie	724137275844661249	Friesland, Nederland
PerrieHoekstra	95185667	NL, Groningen
FritsVelthuis	722831881	Drenthe
fIowerfields	1249377800	Groningen, Nederland
Robbert_____	84076367	Groningen, Nederland
Akcar	21304039	Groningen
greetpaul	784430564	de Punt, Drenthe
fIowerfields	1249377800	Groningen, Nederland
Femk_e	203519345	Groningen, Nederland
JanPeterRake	269991085	Groningen, Nederland
evateuling	130410209	Groningen
Femk_e	203519345	Groningen, Nederland
dvhn_nl	18549902	Groningen
evateuling	130410209	Groningen
fIowerfields	1249377800	Groningen, Nederland
RinaRuiter	417271773	Friesland, Nederland
Robbert_____	84076367	Groningen, Nederland
BellaMaria63	2731593315	Groningen Netherland
HieHefGeliek	2539333634	Groningen, Nederland
hvees	356158152	Drenthe
Robbert_____	84076367	Groningen, Nederland
Miepielado	296990365	Groningen, Nederland
chrislittens	265268709	Easterlittens, Friesland
EvaRTVNoord	181902656	Groningen
Yorienvdh	126721324	Groningen, Nederland
mdrijftholt	95278044	Groningen
GrunCompleet	2975390097	Groningen
thomashakvurt	61562899	Groningen
RuudKosters	230121562	Groningen, The Netherlands
estherklomp	189923264	Friesland
boebelsha	40246842	Groningen
jerry050xd	768765583332630528	Drenthe
SativaAvitas	2900330885	Smilde-Centrum, Midden-Drenthe
deollegrieze	717985082	Groningen, The Netherlands
gjbrand	141713483	Groningen Netherlands
fIowerfields	1249377800	Groningen, Nederland
JustHennie	81349338	Friesland 058
BlommieN	4452478943	Friesland, Nederland
aboutbtcoin	1367359076	Friesland, Nederland
SativaAvitas	2900330885	Smilde-Centrum, Midden-Drenthe
E_J_H_A_	442881738	Groningen, The Netherlands
CaAl	19787166	Groningen
RiannaBoschma	3206721609	Heerenveen, Friesland
djbigfritsie	2379149881	Drenthe
JondaKo	415783506	Groningen
esmeralda_leroy	751391871642038276	Groningen, Nederland
SativaAvitas	2900330885	Smilde-Centrum, Midden-Drenthe
Froukje_A	792499796	Groningen
BUSHOK	8263972	Groningen
edzonder	143945855	Leeuwarden 058 Friesland NL
Anieckxm	4603261276	Groningen, Nederland
Froukje_A	792499796	Groningen
Oudemirdum	822585229432995840	Oudemirdum, Friesland
E_J_H_A_	442881738	Groningen, The Netherlands
jespergwn	4728167554	Groningen, Nederland
EgberPrins	302185165	Groningen, Nederland
Daphne_dB	39954286	Groningen
Luuk_Aalders	19021749	Groningen, Netherlands
Spoetnikliefde	211221676	Groningen
MarijkevandeHel	1364037122	Groningen, Nederland
SandraBeckerman	2546001121	Oosterparkwijk, Groningen
escmymind	21599039	Groningen, Nederland
MarijkevandeHel	1364037122	Groningen, Nederland
Froukje_A	792499796	Groningen
IkheetKrijno	427435277	Groningen
Crea_Marg	1487382672	Westerkwartier Groningen
tomakkrmn	121817895	Groningen, The Netherlands
KSoeten	1369546458	Friesland, Nederland
Spoetnikliefde	211221676	Groningen
Yorienvdh	126721324	Groningen, Nederland
PerrieHoekstra	95185667	NL, Groningen
slagter_jan	421066470	Drenthe
lachlankuiper	163422189	Friesland
PaulSchuringa	87717610	Leeuwarden, Friesland
Jan_Weeber	2374136113	Groningen & Amsterdam
PerrieHoekstra	95185667	NL, Groningen
Spoetnikliefde	211221676	Groningen
ElzeHonders	375163513	Elim, Drenthe
tomakkrmn	121817895	Groningen, The Netherlands
Espen_vdH	2900417861	Groningen, Nederland
lachlankuiper	163422189	Friesland
JannyDekker1	327957357	Groningen, Nederland
PaulSchuringa	87717610	Leeuwarden, Friesland
Motortreffer	3434730911	Leeuwarden, Friesland
PieterHog	481146737	Groningen, NL
aldodrenthe	2481641960	Drenthe
PerrieHoekstra	95185667	NL, Groningen
lachlankuiper	163422189	Friesland
hotzki	58256231	Groningen
BlommieN	4452478943	Friesland, Nederland
RobHoman	74139535	Groningen, Nederland
PeterVanDerTang	752496359362756608	Groningen, Drenthe & Friesland
Pjotr_BD	60027969	Groningen
David_Pijning	154270537	Groningen, Netherlands
PvdALeeuwarden	112996074	Leeuwarden, Friesland
MarijkevandeHel	1364037122	Groningen, Nederland
Karin_BG	135084760	ZW-Drenthe
Jan_Weeber	2374136113	Groningen & Amsterdam
Its_RhymeTime	843132063637295109	Groningen, Nederland
yamuis	47141474	Groningen, Netherlands
JurJonker	2340880012	Groningen, Nederland
PeterVanDerTang	752496359362756608	Groningen, Drenthe & Friesland
PaulSchuringa	87717610	Leeuwarden, Friesland
escmymind	21599039	Groningen, Nederland
NietTeDoenn	892478066542469120	Friesland, Nederland
Espen_vdH	2900417861	Groningen, Nederland
F1Grietje	3173228765	Friesland, Nederland
remyvanmannekes	19393576	Groningen
JackForrest1978	252607551	Groningen
Oudemirdum	822585229432995840	Oudemirdum, Friesland
Espen_vdH	2900417861	Groningen, Nederland
David_Pijning	154270537	Groningen, Netherlands
albertwolfs1	2890346553	Stadskanaal, Groningen
LADYEGMA	332953429	Groningen, Nederland
Darth_Hideous	40194389	Groningen
PieterHog	481146737	Groningen, NL
JobHamming	411562756	Groningen
Egni65	146200536	Groningen
Badstratenbuurt	305529695	Groningen
radren76	165710347	Groningen
SativaAvitas	2900330885	Smilde-Centrum, Midden-Drenthe
escmymind	21599039	Groningen, Nederland
doubleUS	46697935	Hoogeveen, Drenthe NL
franq77S	621822725	West Friesland / Wittgenstein
MariusHollenga	333921475	Groningen, the Netherlands
BhjeurissenBen	2760730295	Groningen, Nederland
SativaAvitas	2900330885	Smilde-Centrum, Midden-Drenthe
BlommieN	4452478943	Friesland, Nederland
IngesDepartment	466605218	Groningen
JobHamming	411562756	Groningen
RinaRuiter	417271773	Friesland, Nederland
escmymind	21599039	Groningen, Nederland
PieterHog	481146737	Groningen, NL
Heldinne	105240593	Groningen
Angelique_Wijk	249058940	Drenthe / valthermond
SativaAvitas	2900330885	Smilde-Centrum, Midden-Drenthe
kellyottens	769648994809241600	Groningen, Nederland
eduworldwide	609243965	Westerkwartier, Groningen, NL
eduworldwide	609243965	Westerkwartier, Groningen, NL
dokterVogel	302215274	Groningen, Nederland
Gert_Meijer	21867481	Meppel, Drenthe
PGGzCPG	456035017	Groningen
ZonRietlandenMM	2347036914	Emmen Drenthe
susannepannetje	16777951	Groningen, Nederland
yamuis	47141474	Groningen, Netherlands
Espen_vdH	2900417861	Groningen, Nederland
GronRevRuurd	2871075303	Groningen
JitseUsquert	139638628	Groningen
natuurgrafnee	837261630006251521	Ruigahuizen, Friesland
gekedehaan	19149474	Groningen
eduworldwide	609243965	Westerkwartier, Groningen, NL
gespijk	118021140	Wirdum (Groningen)
BjornFranke	5220761	Groningen
komieke1980	539820385	Groningen
PGGzCPG	456035017	Groningen
Spoetnikliefde	211221676	Groningen
Darth_Hideous	40194389	Groningen
Angelique_Wijk	249058940	Drenthe / valthermond
AntjeDiertens	2336424080	Groningen
erikpost1966	296238851	Noord-Groningen
erikpost1966	296238851	Noord-Groningen
erikjekarsies	38191586	Groningen
donar2014	25148927	Selwerd, Groningen
natuurgrafnee	837261630006251521	Ruigahuizen, Friesland
Nathaliez1986_	81393545	Groningen, Nederland
siegerwiersma	251779413	rondom Groningen
Spinal83	217457728	Groningen, The Netherlands
eduworldwide	609243965	Westerkwartier, Groningen, NL
Darth_Hideous	40194389	Groningen
eduworldwide	609243965	Westerkwartier, Groningen, NL
martindrent	141737208	Groningen
eduworldwide	609243965	Westerkwartier, Groningen, NL
WTFalisah	294586552	Groningen, Nederland
scjronaldvisser	193364868	Nijensleek Zuid-West Drenthe.
eduworldwide	609243965	Westerkwartier, Groningen, NL
eduworldwide	609243965	Westerkwartier, Groningen, NL
eurovermeer	192357257	Groningen, Nederland
CoenenMaraike	2559428500	Groningen, Nederland
HettyZijlstra	491349522	Groningen
vanderploeghans	54578495	Groningen
Motortreffer	3434730911	Leeuwarden, Friesland
kellyottens	769648994809241600	Groningen, Nederland
shossontwits	273951517	Groningen, Nederland
KeukenmeidTW	736793999361617921	Friesland, Nederland
zegmaarbianca	3651451997	Drenthe
eduworldwide	609243965	Westerkwartier, Groningen, NL
eduworldwide	609243965	Westerkwartier, Groningen, NL
Anieckxm	4603261276	Groningen, Nederland
SativaAvitas	2900330885	Smilde-Centrum, Midden-Drenthe
